,Unnamed: 0,path,source_text,pred_text,ref_text,ASR_BLEU,COMET,METEOR,BLASER
48,48,common_voice_es_18319765.mp3,para hacer bien el amor hay que venir al sur,to make the love of love we must come into the south,to make good love you have to go down south,BLEU = 8.05 33.3/9.1/5.0/2.8 (BP = 1.000 ratio = 1.200 hyp_len = 12 ref_len = 10),0.7355898022651672,0.19607843137254904,4.095566749572754
49,49,common_voice_es_18319766.mp3,los chiflados están todos encerrados en la antigua lonja,the cypress flowers are buried in the old red,all the mad people are locked up at the old market,BLEU = 9.08 44.4/12.5/7.1/4.2 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11),0.4162594974040985,0.29224537037037035,3.0079920291900635
50,50,common_voice_es_18320017.mp3,¿ es posible que los hayan matado ,it is possible that they have gone,is it possible that they have been killed,BLEU = 39.44 85.7/50.0/40.0/25.0 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8),0.6800454258918762,0.7120253164556962,4.011821269989014
51,51,common_voice_es_18320018.mp3,¿qué discurso hizo la consejera,what of the councillor,what speech did the counselor make,BLEU = 11.52 50.0/16.7/12.5/12.5 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6),0.519309937953949,0.17241379310344826,3.2067370414733887
52,52,common_voice_es_18320019.mp3,¿cuántos coches has tenido,hows his house,how many cars you have had,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 3 ref_len = 6),0.4119492471218109,0.08771929824561403,2.9763972759246826
53,53,common_voice_es_18320021.mp3,borrar lo que ha sucedido y empezar de cero ,stop the one who has located and start from scratch,erase the past and start from scratch,BLEU = 27.78 50.0/33.3/25.0/14.3 (BP = 1.000 ratio = 1.429 hyp_len = 10 ref_len = 7),0.6689573526382446,0.6630136986301369,3.4772040843963623
54,54,common_voice_es_18320022.mp3,los finales de vacaciones me dan asco,the vacations a vacation,holiday endings suck,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.333 hyp_len = 4 ref_len = 3),0.4323132336139679,0.0,2.9711754322052
55,55,common_voice_es_18320029.mp3,y pude salir del jacal como si nada de aquel dolor hubiese visto ,you could go out from the shack the second one was ready,i wasnt able to get out of the shack as if that pain hadnt been seen,BLEU = 5.37 25.0/9.1/5.0/2.8 (BP = 0.717 ratio = 0.750 hyp_len = 12 ref_len = 16),0.41293004155158997,0.23846153846153847,2.83392071723938
56,56,common_voice_es_18320030.mp3,¡ qué va  niña ,no no,shut up girl,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 2 ref_len = 3),0.401201456785202,0.0,2.9164035320281982
57,57,common_voice_es_18320032.mp3,en familia  como si fuera nochebuena ,as a family like always,on family as if it was christmas eve,BLEU = 6.97 40.0/12.5/8.3/6.2 (BP = 0.549 ratio = 0.625 hyp_len = 5 ref_len = 8),0.5542343258857727,0.12987012987012989,3.438098907470703
58,58,common_voice_es_18320033.mp3,al cabo de un momento  con voz apasionada y contrita  murmuró a mi oído ,at the end of the moment whispered most in contribution whispered to my ear,after a moment with a passionate and soft voice he whispered to my ear,BLEU = 18.80 35.7/23.1/16.7/9.1 (BP = 1.000 ratio = 1.000 hyp_len = 14 ref_len = 14),0.5391569137573242,0.3457142857142857,3.0122313499450684
59,59,common_voice_es_18324582.mp3,o no se hubiera arriesgado a coger las gafas para mi hija ,when he was not granted to pick up glasses from my daughter,wouldnt have risked to take the glasses for my daughter,BLEU = 8.05 33.3/9.1/5.0/2.8 (BP = 1.000 ratio = 1.200 hyp_len = 12 ref_len = 10),0.5317140221595764,0.309436274509804,3.7222514152526855
60,60,common_voice_es_18324583.mp3,date prisa o perderemos el avión,give man or praise we will lose the plain,hurry up or well miss the plane,BLEU = 5.67 22.2/6.2/3.6/2.1 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7),0.4186215102672577,0.35493827160493824,2.5606584548950195
61,61,common_voice_es_18324584.mp3,lo he oído  pendejo ,i have not come for you,i heard that jackass,BLEU = 8.12 16.7/10.0/6.2/4.2 (BP = 1.000 ratio = 1.500 hyp_len = 6 ref_len = 4),0.3884999752044678,0.11904761904761905,2.8175671100616455
62,62,common_voice_es_18324585.mp3,iba todo tan bien ,it was also,everything was going so well,BLEU = 14.13 33.3/25.0/25.0/0.0 (BP = 0.513 ratio = 0.600 hyp_len = 3 ref_len = 5),0.425738126039505,0.10416666666666666,2.941426992416382
63,63,common_voice_es_18324586.mp3,ojos que no ven corazón que no siente,ive won with hard least,what the eye does not see the heart does not grieve over,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.247 ratio = 0.417 hyp_len = 5 ref_len = 12),0.31399694085121155,0.0,2.315308094024658
64,64,common_voice_es_18324612.mp3,¿ te acuerdas de cuando se hizo esa foto ,you remember when i matched,do you remember when did he take that picture,BLEU = 17.87 60.0/50.0/33.3/25.0 (BP = 0.449 ratio = 0.556 hyp_len = 5 ref_len = 9),0.49076589941978455,0.3423772609819121,3.466662645339966
65,65,common_voice_es_18324613.mp3,instagram es la aplicación más usada por los jóvenes,this a grammar is the most used by the young man,instagram is the most used application by young people,BLEU = 25.97 54.5/30.0/22.2/12.5 (BP = 1.000 ratio = 1.222 hyp_len = 11 ref_len = 9),0.5578389763832092,0.4634661835748792,3.0547540187835693
66,66,common_voice_es_18324614.mp3,para el hambre de medianoche ,for the midnight and for the midnight,for a midnight hunger,BLEU = 7.81 28.6/8.3/5.0/3.1 (BP = 1.000 ratio = 1.750 hyp_len = 7 ref_len = 4),0.5101662874221802,0.23255813953488375,3.3911490440368652
67,67,common_voice_es_18324615.mp3,en morse  no  lo importante,morse coming no no,in morse code no the important thing,BLEU = 8.97 50.0/16.7/12.5/12.5 (BP = 0.472 ratio = 0.571 hyp_len = 4 ref_len = 7),0.45992979407310486,0.14925373134328357,3.3713219165802
68,68,common_voice_es_18324616.mp3,estuve cerca de asustarme esa vez ,i was close again,i was close to getting scared that time,BLEU = 21.87 75.0/66.7/50.0/50.0 (BP = 0.368 ratio = 0.500 hyp_len = 4 ref_len = 8),0.4836147129535675,0.38742690058479534,2.9878337383270264
69,69,common_voice_es_18324617.mp3,¡ estuve allí  he jugado y he perdido ,i was there i played and lost,i was there i have played and i have lost,BLEU = 33.10 100.0/66.7/40.0/25.0 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10),0.9118136763572693,0.5901535872080791,3.961355686187744
70,70,common_voice_es_18324618.mp3,otra maniobra así  vaquero  y harás que nos maten ,another manoeuvre of this kind come on and not make you kill me,another stunt like that cowboy and youre going to get us killed,BLEU = 3.67 15.4/4.2/2.3/1.2 (BP = 1.000 ratio = 1.083 hyp_len = 13 ref_len = 12),0.48599308729171753,0.16528925619834708,3.286329746246338
71,71,common_voice_es_18324619.mp3,ante casa cada día hay más contenedores,afore day there were more contents,more and more containers arrive each day at home,BLEU = 5.85 33.3/10.0/6.2/4.2 (BP = 0.607 ratio = 0.667 hyp_len = 6 ref_len = 9),0.4663916528224945,0.1149425287356322,3.1127521991729736
72,72,common_voice_es_18324620.mp3,¡ sacad acá un candil  ,taking and ill,bring an oil lamp here,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.513 ratio = 0.600 hyp_len = 3 ref_len = 5),0.3796764016151428,0.10416666666666666,2.4172887802124023
73,73,common_voice_es_18324621.mp3,esto me da mucha rabia,this is a lot of radio,this angers me so much,BLEU = 8.12 16.7/10.0/6.2/4.2 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5),0.40119171142578125,0.09803921568627452,3.40604829788208
74,74,common_voice_es_18327755.mp3,pablo toca la grilla todo el día,apollo red is paid,pablo touches the grid all day,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6),0.4385562837123871,0.0,2.90213680267334
75,75,common_voice_es_18327757.mp3,más vale doblarse que quebrarse,its better to see in his bad leg,better to bend than to break,BLEU = 11.04 25.0/14.3/8.3/5.0 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6),0.4433310925960541,0.16129032258064518,2.715127944946289
76,76,common_voice_es_18327758.mp3,es lo que suele pasar con los secuestros ,it is usually passed with the securities,that is what usually happens with abductions,BLEU = 8.64 42.9/8.3/5.0/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7),0.4719948470592499,0.5357142857142857,3.0177993774414062
77,77,common_voice_es_18327759.mp3,es que yo no salgo con los novios de mi hermana ,its just as not something with my sister,i dont date with my sisters boyfriends,BLEU = 11.04 25.0/14.3/8.3/5.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7),0.3827039301395416,0.41471048513302033,3.0620386600494385
78,78,common_voice_es_18330888.mp3,¡ chaleco y al club ,shall i go into the club,vest and to the club,BLEU = 16.23 33.3/20.0/12.5/8.3 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5),0.6301062703132629,0.36764705882352944,3.271866798400879
79,79,common_voice_es_18330891.mp3,estamos bien juntos ,we are good together,we are fine together,BLEU = 35.36 75.0/33.3/25.0/25.0 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4),0.9288215041160583,0.6388888888888888,4.311965465545654
80,80,common_voice_es_18330892.mp3,capítulo veintinueve ,chapter twenty,chapter twenty nine,BLEU = 60.65 100.0/100.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 2 ref_len = 3),0.9180893898010254,0.6465517241379309,4.461030006408691
81,81,common_voice_es_18330894.mp3,he estado muerto dieciséis minutos ,i have said for sixteen minutes,i have been death sixteen minutes,BLEU = 22.96 66.7/40.0/12.5/8.3 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6),0.5514020323753357,0.625,3.8300273418426514
82,82,common_voice_es_18330895.mp3,era hermoso como un bastardo de césar borgia ,it was beautiful as a bastard of caesars borgia,he was as beautiful as a bastard of césar borgia,BLEU = 43.44 77.8/50.0/42.9/33.3 (BP = 0.895 ratio = 0.900 hyp_len = 9 ref_len = 10),0.657172679901123,0.6792413935271077,4.377243995666504
83,83,common_voice_es_18330896.mp3,pasé mi láser de aturdir a matar ,stands out of a bad lady,i changed my stun laser into kill mode,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8),0.32890066504478455,0.0,2.1170742511749268
84,84,common_voice_es_18330897.mp3,qué palo de película,ready for a movie,what a boring movie,BLEU = 19.00 50.0/16.7/12.5/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4),0.6784048676490784,0.25,3.384673833847046
85,85,common_voice_es_18330898.mp3,por su cuenta y escuchen mi orden  ¿ de acuerdo ,on your own and follow my command o k,on his own and listed to my order okay,BLEU = 11.34 44.4/12.5/7.1/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9),0.6749927997589111,0.3506944444444444,3.984098196029663
86,86,common_voice_es_18330899.mp3,¿me podrías decir las respuestas del test,you could make the tests of the test,could you give me the answers of the test,BLEU = 21.57 75.0/28.6/16.7/10.0 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9),0.5809770226478577,0.6432011006649851,3.230905771255493
87,87,common_voice_es_18330900.mp3,cuando la pobreza entra por la puerta el amor salta por la ventana,when poverty comes in the door the love comes for the window,when poverty enters through the door love jumps out from the window,BLEU = 12.19 58.3/27.3/5.0/2.8 (BP = 1.000 ratio = 1.000 hyp_len = 12 ref_len = 12),0.7912458777427673,0.4770408163265306,4.170383453369141
88,88,common_voice_es_18330986.mp3,¡ cuánto me alegro de que no seas un dinosaurio ,i found a millionaire sores,i am so happy you are not a dinosaur,BLEU = 5.71 40.0/12.5/8.3/6.2 (BP = 0.449 ratio = 0.556 hyp_len = 5 ref_len = 9),0.4194163382053375,0.11627906976744186,2.2240471839904785
89,89,common_voice_es_18330987.mp3,arranca el ventilador,thats the window,turn on the fan,BLEU = 19.72 33.3/25.0/25.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 3 ref_len = 4),0.5580824613571167,0.12820512820512822,2.914977788925171
90,90,common_voice_es_18330988.mp3,entonces  es probable ,then it is probable,then it is possible,BLEU = 59.46 75.0/66.7/50.0/50.0 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4),0.8981820344924927,0.7361111111111112,4.588007926940918
91,91,common_voice_es_18330989.mp3,capítulos quince y dieciséis de sonata de estío  de ramón maría del valleinclán ,chapters fifteen and sixteen of sonata de esthetico remount maria of valet inclin,chapter fifteen and sixteen of sonata de estio by ramon maria del valle inclan,BLEU = 36.62 53.8/41.7/36.4/30.0 (BP = 0.926 ratio = 0.929 hyp_len = 13 ref_len = 14),0.6338494420051575,0.539568345323741,3.7622830867767334
92,92,common_voice_es_18330990.mp3,volví la cabeza y halléme con la niña chole ,he returned to it and with nina cholera,i turned my back and i found mrs chole,BLEU = 4.87 12.5/7.1/4.2/2.5 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9),0.46963146328926086,0.05617977528089887,2.6897151470184326
93,93,common_voice_es_18332480.mp3,palomares  ese no es mi problema ,palamaras thats not my problem,palomares that is not my problem,BLEU = 32.56 60.0/50.0/33.3/25.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6),0.7901179194450378,0.635593220338983,3.6532716751098633
